explicit,songLength_ms_,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,timeSignature,mode,valence,popularity
1,153921,0.0631,0.87,0.565,0.0579,11,0.104,-5.356,0.0581,100.041,4,0,0.646,76
0,186373,0.0443,0.494,0.782,0,3,0.0921,-4.228,0.0409,75.932,4,1,0.44,72
0,198688,0.168,0.591,0.815,8.68e-06,10,0.142,-4.725,0.0366,118.024,4,1,0.306,72
1,151585,0.122,0.686,0.69,0,6,0.137,-6.13,0.24,178.157,4,0,0.528,76
1,158463,0.612,0.849,0.48,0.269,9,0.295,-5.835,0.226,142.021,4,1,0.677,78
1,197529,0.0286,0.585,0.641,0,6,0.316,-4.269,0.133,88.284,4,0,0.266,74
1,207600,0.0266,0.886,0.646,3.76e-05,10,0.0857,-7.288,0.328,148.119,4,0,0.798,72
1,147547,0.538,0.661,0.665,0,4,0.0981,-6.356,0.053,75.059,4,0,0.486,74
1,233513,0.225,0.715,0.625,0,5,0.103,-5.58,0.152,147.97,4,1,0.588,72
1,105377,0.386,0.666,0.643,0,8,0.283,-7.01,0.423,96.375,4,1,0.756,75
0,174863,0.615,0.805,0.614,0,9,0.0915,-6.845,0.137,100.035,3,0,0.633,78
0,165506,0.0319,0.722,0.588,0,6,0.183,-5.932,0.0544,134.01,4,1,0.59,82
0,240466,0.066,0.686,0.571,0,4,0.0608,-7.138,0.05,117.889,4,1,0.538,76
1,227478,0.0631,0.904,0.723,0,11,0.185,-5.224,0.26,145.013,4,0,0.835,75
1,129570,0.0902,0.53,0.555,0,4,0.156,-8.495,0.438,108.546,5,0,0.29,73
1,83421,0.761,0.643,0.331,0,2,0.373,-9.235,0.0387,160.006,3,1,0.648,75
1,119737,0.204,0.693,0.434,0,4,0.277,-8.786,0.385,147.066,4,0,0.542,74
0,238211,0.0803,0.326,0.621,0,0,0.127,-5.621,0.0347,119.977,4,1,0.368,71
0,255455,0.0471,0.548,0.627,0,9,0.285,-8.949,0.0409,143.994,4,1,0.493,76
0,242096,0.182,0.586,0.616,0,5,0.0927,-7.964,0.0324,148.088,4,1,0.719,79
1,239120,0.575,0.621,0.754,0.00484,7,0.213,-5.904,0.0269,127.036,4,0,0.441,71
0,258799,0.0352,0.653,0.927,4.47e-05,8,0.0966,-4.699,0.0289,119.97,4,1,0.894,72
1,173288,0.268,0.867,0.744,0,2,0.0713,-5.171,0.227,84.005,4,1,0.645,74
1,301304,0.0669,0.443,0.72,0,7,0.0909,-3.743,0.0733,89.378,4,0,0.374,74
1,200672,0.0563,0.83,0.583,0.0005,0,0.109,-2.052,0.0412,134,4,1,0.146,76
0,209160,0.256,0.635,0.706,0,5,0.108,-3.224,0.125,88.863,4,0,0.443,83
0,161266,0.028,0.685,0.886,0,0,0.481,-4.179,0.034,125.034,4,1,0.615,82
0,144533,0.235,0.748,0.551,0,11,0.119,-6.12,0.0349,103.953,4,1,0.66,75
0,191966,0.0141,0.633,0.715,0,1,0.121,-7.47,0.0762,154.95,4,1,0.545,76
0,182956,0.0465,0.812,0.761,0.000135,11,0.0601,-5.222,0.0812,130.032,4,1,0.344,81
0,161773,0.657,0.658,0.538,0,5,0.123,-7.676,0.0289,136.967,4,1,0.62,71
0,214087,0.0781,0.366,0.439,1.92e-05,4,0.108,-5.238,0.0298,115.94,3,1,0.11,76
0,217426,0.316,0.826,0.694,0.0285,7,0.074,-7.862,0.0315,123.932,4,1,0.852,79
1,58149,0.00936,0.694,0.948,1.62e-05,2,0.139,-5.307,0.0361,115.044,4,1,0.705,79
1,168398,0.00213,0.374,0.83,0,11,0.15,-5.203,0.0584,90.19,4,0,0.204,75
0,167903,0.0689,0.632,0.595,0,8,0.209,-7.644,0.0401,124.114,4,0,0.435,85
1,186749,0.17,0.654,0.452,0,7,0.114,-6.36,0.0439,138.034,4,1,0.532,74
1,80080,0.524,0.748,0.734,1.15e-05,0,0.0975,-6.499,0.124,97.753,4,1,0.368,80
0,203880,0.163,0.694,0.769,0,6,0.0976,-4.665,0.0325,93.033,4,1,0.663,76
0,115800,0.705,0.778,0.628,0.00193,0,0.299,-7.844,0.0618,133.048,4,1,0.698,77
1,205760,0.0174,0.823,0.552,0,4,0.122,-7.57,0.324,124.038,4,0,0.418,74
1,168906,0.114,0.945,0.582,0,11,0.103,-8.357,0.0719,108.025,4,0,0.907,74
1,227911,0.0183,0.886,0.722,2.35e-05,6,0.0826,-5.185,0.198,144.042,4,0,0.51,71
1,249773,0.0258,0.367,0.552,0.000217,7,0.154,-9.109,0.0504,93.467,5,0,0.0778,76
1,149360,0.0222,0.642,0.54,0,8,0.303,-7.002,0.0761,143.941,4,1,0.579,77
1,246536,0.00574,0.468,0.721,0,0,0.111,-9.175,0.0343,145.989,4,1,0.69,75
1,190997,0.988,0.496,0.28,0.0185,0,0.104,-13.915,0.0951,99.506,4,0,0.519,74
0,176146,0.00717,0.472,0.937,0,0,0.11,-4.028,0.0567,140.073,4,0,0.454,72
1,230880,0.448,0.663,0.432,2.62e-05,8,0.152,-8.553,0.0382,130.108,4,1,0.307,72
0,242400,0.148,0.595,0.656,0,7,0.47,-7.868,0.247,99.811,4,1,0.416,75
1,160052,0.121,0.693,0.575,0,2,0.104,-7.633,0.0906,138.016,4,1,0.353,73
0,284773,0.622,0.601,0.406,9.19e-05,7,0.133,-11.827,0.0275,130.059,3,1,0.232,75
0,182200,0.021,0.672,0.855,0,9,0.323,-3.764,0.0397,123.056,4,1,0.646,80
0,182066,0.0142,0.582,0.724,0,5,0.0484,-3.21,0.0319,76.986,4,1,0.495,72
1,146597,0.00716,0.975,0.482,0,9,0.0596,-7.94,0.246,125.953,4,1,0.737,73
1,212063,0.0668,0.321,0.525,0,7,0.137,-9.891,0.131,75.774,4,0,0.152,71
1,168648,0.289,0.443,0.731,0,0,0.207,-4.997,0.255,147.818,4,1,0.956,71
1,93498,0.0504,0.909,0.601,0,9,0.106,-5.848,0.402,140.28,4,1,0.623,72
1,204316,0.604,0.511,0.525,0,8,0.111,-4.595,0.183,139.885,3,0,0.661,73
0,361026,0.0811,0.664,0.572,0.00604,5,0.121,-6.099,0.0305,108.959,4,0,0.143,78
1,219000,0.283,0.922,0.927,0.00331,11,0.719,-3.025,0.105,129.978,4,1,0.796,77
1,180805,0.459,0.88,0.427,1.28e-06,9,0.119,-6.004,0.323,103.542,3,0,0.623,74
0,135000,0.196,0.678,0.716,0,10,0.102,-4.403,0.0342,109.981,4,1,0.627,77
0,225687,0.0168,0.437,0.802,0,2,0.086,-5.063,0.111,178.137,4,1,0.704,78
0,162120,0.619,0.59,0.633,0,2,0.157,-5.452,0.0328,179.856,4,1,0.751,73
0,219750,0.571,0.787,0.748,0,8,0.214,-3.752,0.0797,93.006,4,0,0.703,83
0,195053,0.163,0.715,0.622,0,4,0.0948,-5.102,0.046,80.015,4,0,0.808,88
1,168728,0.135,0.479,0.645,0,5,0.0825,-7.336,0.302,155.057,4,0,0.381,74
1,186059,0.174,0.559,0.532,0,5,0.136,-7.679,0.353,85.843,5,0,0.529,73
1,210560,0.304,0.664,0.609,0,1,0.0926,-6.509,0.0707,130.041,4,1,0.194,78
1,62419,0.819,0.582,0.447,0.0358,9,0.0902,-11.651,0.107,124.286,5,1,0.168,72
1,180303,0.809,0.549,0.242,8.1e-05,5,0.127,-11.692,0.038,144.211,4,1,0.286,73
1,208631,0.165,0.816,0.71,0,7,0.292,-3.728,0.0398,93.02,4,1,0.784,85
0,198324,0.00036,0.473,0.802,0,10,0.304,-4.497,0.037,145.983,4,1,0.453,71
1,159452,0.0182,0.718,0.684,0,11,0.233,-5.16,0.248,146.084,4,0,0.856,73
0,230880,0.643,0.599,0.465,1.57e-06,4,0.149,-4.95,0.0314,113.82,4,1,0.0678,81
0,220413,0.00324,0.628,0.685,0,4,0.18,-5.864,0.0358,126.014,4,1,0.605,75
1,196873,0.0676,0.393,0.724,0,4,0.205,-5.54,0.0825,89.684,5,1,0.147,76
0,203122,0.037,0.708,0.598,0,5,0.17,-8.365,0.0291,112.027,4,1,0.698,78
1,188486,0.0199,0.634,0.512,0,10,0.115,-7.123,0.117,126.961,4,0,0.264,74
1,172004,0.00728,0.686,0.703,0,6,0.0946,-6.141,0.0606,144.902,4,0,0.457,75
1,139759,0.0358,0.886,0.743,0.000198,6,0.0511,-6.797,0.0812,131.902,4,0,0.941,73
0,171333,0.000602,0.359,0.706,0,5,0.285,-6.151,0.0309,174.079,4,1,0.479,72
0,200840,0.769,0.866,0.508,8.35e-06,8,0.11,-8.591,0.058,117.951,4,0,0.476,72
1,211653,0.282,0.798,0.482,2.06e-06,6,0.127,-9.045,0.43,95.263,3,0,0.45,73
1,151704,0.0442,0.762,0.426,0,8,0.0858,-6.865,0.113,167.827,4,1,0.582,76
1,242733,0.256,0.449,0.39,0,2,0.147,-8.263,0.0363,130.11,4,1,0.123,75
1,156944,0.0012,0.868,0.795,0.0193,11,0.0461,-6.044,0.269,166,4,1,0.819,77
0,147800,0.749,0.728,0.431,0,6,0.0996,-9.966,0.0622,130.022,4,0,0.629,77
1,213103,0.118,0.519,0.851,0,7,0.178,-6.001,0.29,123.823,5,1,0.711,74
1,217768,0.869,0.584,0.411,4.47e-05,10,0.0955,-7.147,0.0838,169.934,4,0,0.412,82
0,307375,0.197,0.359,0.43,1.64e-05,5,0.11,-7.69,0.0324,84.762,5,0,0.198,73
1,175238,0.13,0.647,0.608,0,9,0.0584,-6.831,0.42,125.994,4,1,0.474,79
1,170232,0.103,0.925,0.322,0,11,0.137,-9.8,0.112,129.957,4,0,0.712,75
1,173640,0.125,0.731,0.626,0,11,0.183,-6.919,0.0805,82.488,4,1,0.862,70
1,207294,0.0357,0.805,0.51,0.000469,4,0.108,-6.179,0.0569,127.983,4,0,0.36,73
1,219340,0.0183,0.895,0.739,7.61e-06,8,0.102,-6.633,0.283,140.007,4,1,0.763,73
1,239797,0.17,0.625,0.754,3.76e-05,6,0.109,-4.158,0.076,89.888,4,0,0.746,85
0,179940,0.122,0.748,0.761,6.56e-06,2,0.0984,-6.621,0.102,116.041,4,1,0.362,92
1,180129,0.291,0.66,0.76,0,2,0.632,-5.726,0.0787,127.984,4,1,0.394,74
1,91923,0.947,0.587,0.282,0,6,0.11,-11.902,0.308,188.37,4,0,0.53,74
0,170813,0.0106,0.658,0.634,0,1,0.132,-5.797,0.0413,139.98,4,0,0.29,81
1,205760,0.0169,0.827,0.552,0,4,0.122,-7.571,0.274,124.011,4,0,0.408,72
0,152000,0.506,0.733,0.813,0,0,0.303,-4.752,0.0608,90.002,4,1,0.487,71
1,161384,0.173,0.655,0.469,0,0,0.0956,-6.257,0.0292,92.56,4,1,0.467,80
0,165524,0.0265,0.539,0.715,0,11,0.609,-6.639,0.0595,123.854,4,0,0.489,84
1,269883,0.179,0.488,0.635,8.16e-06,10,0.156,-7.19,0.26,174.072,4,1,0.783,74
1,165000,0.00269,0.836,0.622,0.000566,1,0.335,-11.003,0.0946,102.015,4,1,0.892,75
0,180616,0.171,0.617,0.704,0,6,0.0924,-7.61,0.0258,91.541,4,0,0.57,71
0,170560,0.13,0.394,0.747,0,8,0.0747,-4.446,0.0627,203.918,4,1,0.776,71
1,211373,0.744,0.791,0.366,7.24e-06,1,0.106,-8.337,0.0966,124.878,4,1,0.335,76
1,237918,0.067,0.795,0.574,0,2,0.15,-6.903,0.487,142.053,4,0,0.537,76
1,129795,0.778,0.815,0.697,0.000398,7,0.102,-9.57,0.219,97.987,4,1,0.147,74
1,171374,0.234,0.767,0.481,0,0,0.269,-8.52,0.0803,150.076,4,0,0.761,82
0,190306,0.0332,0.789,0.711,0,2,0.0876,-4.248,0.041,112.985,4,1,0.753,84
0,169245,0.424,0.654,0.596,0,1,0.11,-4.68,0.0458,118.078,4,1,0.382,82
1,102116,0.0378,0.877,0.617,0,11,0.263,-6.2,0.303,136.01,4,0,0.484,72
1,224996,0.356,0.869,0.694,0.00125,1,0.0878,-3.35,0.0783,90.02,4,0,0.511,87
1,236501,0.206,0.884,0.936,0,1,0.262,-3.931,0.167,120.004,4,1,0.758,74
1,112500,0.0575,0.682,0.598,0,8,0.299,-5.694,0.264,103.791,4,1,0.823,75
