explicit,songLength_ms_,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,timeSignature,mode,valence,popularity
0,162407,0.937,0.107,0.236,0.0138,11,0.111,-26.609,0.0579,80.628,4,0,0.00228,77
0,203173,0.432,0.715,0.584,1.41e-06,8,0.095,-8.231,0.0296,90.99,4,1,0.609,73
1,169978,0.398,0.727,0.62,0,8,0.0926,-6.443,0.306,105.003,4,1,0.555,77
0,180952,0.462,0.678,0.533,0.219,4,0.139,-10.485,0.186,150.455,4,1,0.323,79
0,236413,0.106,0.615,0.534,1.76e-05,9,0.0607,-6.719,0.0386,135.917,4,0,0.193,77
0,221800,0.201,0.585,0.643,0.000306,3,0.144,-8.392,0.0395,152.98,3,1,0.592,85
1,188523,0.17,0.837,0.549,0,0,0.057,-5.722,0.167,121.954,4,1,0.209,74
0,204085,0.058,0.716,0.73,7.32e-06,6,0.151,-4.126,0.0364,136.05,4,0,0.339,77
0,156200,0.0835,0.588,0.807,0,2,0.109,-3.426,0.0283,110.014,4,1,0.674,71
0,172253,0.0963,0.63,0.754,0,2,0.268,-3.564,0.0284,95.999,4,1,0.73,72
0,173799,0.555,0.56,0.68,0,6,0.116,-7.648,0.321,89.391,4,0,0.319,79
0,177666,0.223,0.815,0.518,0,7,0.104,-6.594,0.0897,151.891,4,0,0.877,78
1,195053,0.381,0.642,0.782,0,5,0.108,-3.395,0.0477,162.005,4,0,0.396,76
0,255133,0.131,0.245,0.64,8.11e-06,2,0.0766,-7.426,0.0608,135.739,4,0,0.105,79
0,96872,0.813,0.127,0.941,0.988,1,0.178,-16.083,0.0509,82.144,3,0,1e-05,73
1,168810,0.471,0.797,0.44,1.57e-06,5,0.0849,-6.587,0.0594,111.014,4,0,0.436,78
1,150475,0.334,0.8,0.526,0.00174,8,0.0571,-5.153,0.0716,129.874,4,1,0.746,76
0,192120,0.109,0.73,0.703,0,0,0.0657,-5.672,0.0369,138.113,4,0,0.595,82
1,329320,0.0685,0.563,0.496,5.8e-05,6,0.173,-9.381,0.406,139.993,4,0,0.426,75
0,257533,0.805,0.457,0.407,0.884,9,0.126,-11.475,0.0308,117.053,4,1,0.126,78
1,158532,0.763,0.85,0.516,0,0,0.0896,-7.664,0.0714,108.963,4,0,0.874,74
1,192024,0.0363,0.886,0.672,8.78e-06,1,0.101,-4.394,0.188,91.976,4,1,0.526,81
0,220906,0.016,0.555,0.931,0,8,0.405,-2.969,0.0367,132.085,4,1,0.723,71
0,287693,0.874,0.439,0.153,0,1,0.107,-8.95,0.0479,116.76,3,1,0.104,80
1,258880,0.373,0.835,0.413,0.00133,1,0.101,-9.81,0.396,149.004,4,1,0.111,74
0,208733,0.125,0.555,0.662,0,11,0.111,-4.952,0.0827,148.128,4,0,0.356,81
0,227693,0.8,0.481,0.267,0,7,0.249,-9.249,0.0339,117.64,3,1,0.137,77
1,212093,0.0183,0.477,0.788,1.78e-06,10,0.294,-4.46,0.0362,129.967,4,1,0.255,80
0,175120,0.806,0.447,0.341,2.05e-06,2,0.686,-9.769,0.0457,138.969,4,1,0.371,71
1,277040,0.0178,0.672,0.738,6.75e-05,0,0.0927,-7.045,0.0506,107.938,4,1,0.392,72
1,136366,0.0794,0.816,0.582,5.84e-06,8,0.0916,-4.141,0.341,160.004,4,1,0.542,74
0,269142,0.508,0.828,0.66,0.403,6,0.0755,-9.669,0.0337,113.45,4,1,0.904,75
1,182493,0.308,0.538,0.612,0,2,0.213,-6.02,0.424,168.197,4,1,0.684,75
1,262333,0.00552,0.496,0.682,2.94e-05,8,0.0589,-4.095,0.0294,167.06,4,1,0.474,77
0,167986,0.887,0.62,0.594,0.5,9,0.0917,-16.066,0.0383,165.861,4,1,0.698,75
0,238400,0.77,0.581,0.441,2.75e-05,1,0.111,-6.829,0.0268,82.125,4,1,0.337,72
1,194561,0.0505,0.794,0.51,1.81e-06,9,0.0562,-7.314,0.42,167.879,4,1,0.18,75
0,228267,0.0151,0.693,0.678,5.71e-06,8,0.101,-7.159,0.0324,103.952,4,1,0.404,80
1,129546,0.257,0.881,0.623,1.5e-06,1,0.0964,-9.662,0.119,88.953,4,1,0.745,74
1,139440,0.686,0.713,0.29,0.807,7,0.318,-16.365,0.0647,124.941,4,1,0.121,78
1,144935,0.113,0.768,0.652,0,1,0.107,-2.708,0.307,154.187,4,0,0.777,76
1,348853,0.482,0.372,0.478,0,7,0.0844,-9.835,0.0503,101.102,4,0,0.254,76
1,123468,0.0307,0.933,0.424,0,1,0.101,-6.686,0.127,139.977,4,1,0.0775,74
0,210080,0.882,0.592,0.416,0.000586,1,0.112,-9.794,0.0246,96.002,4,1,0.417,76
1,253586,0.269,0.624,0.532,5.17e-05,0,0.158,-7.146,0.124,76.453,4,1,0.362,74
0,202613,0.00379,0.751,0.783,0,4,0.036,-3.724,0.0859,119.975,4,1,0.816,83
0,189933,0.0469,0.674,0.778,0,0,0.145,-5.367,0.0376,90.01,4,1,0.816,73
1,176732,0.683,0.646,0.682,4.84e-06,7,0.107,-5.847,0.0759,131.895,4,1,0.421,75
0,188174,0.011,0.735,0.425,0,0,0.055,-6.648,0.0464,85.896,4,1,0.848,78
0,207161,0.0375,0.757,0.705,5.8e-06,2,0.114,-5.084,0.0252,104.972,4,1,0.855,72
1,363521,0.397,0.708,0.843,0,7,0.799,-2.66,0.314,148.14,4,1,0.625,79
0,194848,0.849,0.323,0.405,0.000544,10,0.138,-8.533,0.0413,145.104,5,0,0.274,76
1,283550,0.246,0.618,0.693,0,7,0.112,-5.943,0.45,170.982,4,0,0.454,75
0,259186,0.615,0.53,0.512,0.00453,7,0.129,-9.261,0.0259,95.946,4,1,0.411,76
0,201413,0.228,0.536,0.775,0.000143,8,0.0947,-6.765,0.0394,151.393,4,1,0.485,71
1,417920,0.542,0.903,0.675,1.28e-05,11,0.0595,-3.445,0.214,96.507,4,0,0.442,80
1,211149,0.685,0.758,0.701,6.22e-06,9,0.114,-6.053,0.162,106.74,4,1,0.626,73
0,185223,0.43,0.697,0.401,0.0109,7,0.316,-10.216,0.0543,108.996,4,1,0.478,76
0,208786,0.109,0.775,0.613,2.33e-05,3,0.134,-4.586,0.0542,100.066,4,0,0.797,83
1,192000,0.0742,0.536,0.879,0,1,0.0847,-3.019,0.0621,140.137,4,1,0.334,73
0,206880,0.0151,0.752,0.754,0,1,0.0486,-6.684,0.0615,149.789,4,1,0.755,75
0,197266,0.093,0.628,0.593,1.65e-06,8,0.096,-5.036,0.0323,125.026,4,1,0.104,81
1,165733,0.318,0.917,0.657,3.62e-06,8,0.0754,-5.716,0.0921,131.03,4,1,0.818,76
0,116666,0.843,0.55,0.271,3.21e-06,2,0.107,-8.451,0.0297,111.344,4,1,0.198,76
0,186986,0.0372,0.697,0.683,0,1,0.137,-2.881,0.117,96.133,4,0,0.603,83
0,227026,0.294,0.645,0.877,0,5,0.0759,-3.208,0.113,82.324,4,0,0.861,71
0,199386,0.26,0.706,0.786,0,0,0.38,-3.417,0.091,150.028,4,0,0.751,80
1,304760,0.219,0.739,0.419,0,3,0.196,-8.241,0.0854,60.493,4,0,0.58,71
0,268320,0.386,0.688,0.853,0,10,0.0862,-5.814,0.0493,103.993,4,1,0.743,76
1,126446,0.000677,0.899,0.811,0,2,0.0672,-6.294,0.258,105.038,4,1,0.587,74
1,215509,0.33,0.609,0.799,0,9,0.108,-6.883,0.24,157.74,4,1,0.582,74
0,198026,0.921,0.539,0.179,0.393,7,0.106,-14.33,0.0309,140.01,3,1,0.145,71
0,201159,0.118,0.67,0.643,0,5,0.192,-4.553,0.0465,123.979,4,1,0.703,70
0,163253,0.0417,0.801,0.795,0.000113,1,0.0717,-5.115,0.0504,79.028,4,0,0.754,79
0,227741,0.0162,0.719,0.798,2.34e-06,10,0.134,-4.582,0.0361,120.011,4,1,0.591,72
1,320720,0.79,0.559,0.578,0.000522,8,0.324,-9.54,0.151,79.938,4,1,0.239,74
0,216893,0.00676,0.435,0.837,0,3,0.117,-8.126,0.449,124.913,4,1,0.778,71
0,244453,0.0162,0.623,0.734,1.75e-06,9,0.145,-5.948,0.107,107.853,4,1,0.37,71
1,189977,0.308,0.699,0.687,3.63e-05,7,0.121,-3.997,0.106,88.932,4,0,0.499,74
0,185200,0.0791,0.362,0.882,0,3,0.15,-3.717,0.0973,199.811,4,1,0.864,73
1,167993,0.841,0.686,0.195,0.00109,5,0.0816,-15.136,0.151,105.99,4,1,0.129,75
1,144090,0.126,0.674,0.726,1.56e-06,11,0.115,-3.813,0.141,160.067,4,0,0.443,74
0,209760,0.038,0.661,0.633,2.75e-06,7,0.124,-5.986,0.0348,81.984,4,1,0.613,72
1,202746,0.117,0.584,0.7,0,11,0.0939,-4.275,0.0456,124.944,4,1,0.438,80
0,193058,0.167,0.69,0.578,0,6,0.305,-7.436,0.0929,99.961,4,1,0.416,79
1,230400,0.457,0.661,0.44,0,2,0.128,-9.104,0.0803,149.937,4,1,0.352,74
1,212013,0.00881,0.826,0.579,0,8,0.129,-8.241,0.0801,121.075,4,0,0.431,74
1,192946,0.0594,0.506,0.745,0,8,0.341,-6.044,0.331,161.808,4,1,0.311,73
0,220013,0.0467,0.576,0.593,0.000767,9,0.237,-6.024,0.0306,157.993,4,0,0.373,77
0,205933,0.0239,0.56,0.872,6.98e-06,3,0.371,-4.269,0.14,126.05,4,1,0.682,80
1,194732,0.0677,0.753,0.686,0,1,0.193,-5.415,0.284,132.055,4,0,0.886,73
0,211851,0.249,0.389,0.431,0,7,0.13,-8.061,0.0344,142.14,4,1,0.275,71
0,235493,0.112,0.789,0.706,1.71e-05,11,0.0586,-4.233,0.0429,125.911,4,0,0.638,78
0,209560,0.00799,0.726,0.815,0.081,11,0.112,-5.886,0.0313,140.158,4,1,0.462,77
0,207826,0.922,0.703,0.191,0.865,1,0.114,-14.078,0.0287,61.932,4,0,0.327,75
0,228840,0.268,0.421,0.476,0,0,0.0816,-7.692,0.0298,169.784,4,1,0.3,71
0,244797,0.00531,0.562,0.683,0,7,0.107,-4.427,0.0296,132.003,4,1,0.385,71
1,216013,0.00536,0.749,0.865,0,3,0.198,-5.228,0.0413,111.914,4,1,0.371,74
0,214293,0.88,0.581,0.197,0,3,0.107,-7.697,0.0329,130.367,4,1,0.349,74
1,212546,0.0002,0.371,0.979,3.67e-06,1,0.516,-2.701,0.144,196.058,4,1,0.473,73
1,152000,0.0996,0.91,0.366,0,1,0.261,-9.954,0.0941,119.985,4,1,0.74,72
1,170538,0.032,0.642,0.562,0,11,0.168,-4.869,0.0812,158.001,4,0,0.177,74
1,270960,0.135,0.569,0.86,0,9,0.153,-4.116,0.043,90.937,4,1,0.289,76
0,249520,0.0343,0.534,0.721,6.24e-06,11,0.115,-7.307,0.0417,128.978,3,0,0.225,73
0,190186,0.0571,0.661,0.751,0,7,0.105,-2.909,0.0481,109.995,4,1,0.875,72
0,214846,0.037,0.791,0.862,2.19e-05,9,0.0814,-3.24,0.11,123.994,4,0,0.592,84
1,218786,0.0149,0.548,0.855,0,3,0.127,-3.266,0.151,145.133,4,1,0.644,74
0,229506,0.039,0.673,0.758,0,7,0.341,-3.632,0.158,135.956,4,1,0.542,79
0,255866,0.0178,0.729,0.735,0.000193,1,0.089,-5.455,0.0919,121.986,4,1,0.544,71
0,197933,0.698,0.56,0.674,0,10,0.123,-6.048,0.0446,119.942,4,1,0.421,75
0,156266,0.331,0.405,0.646,0,4,0.103,-3.206,0.0476,130.218,4,0,0.17,77
0,221543,0.39,0.853,0.351,9.38e-06,7,0.752,-10.198,0.241,118.028,4,1,0.282,78
1,124538,0.0598,0.831,0.814,0.0134,2,0.0556,-7.364,0.42,156.985,4,1,0.389,78
0,278719,0.0509,0.449,0.585,8.75e-05,5,0.0833,-6.761,0.0268,139.631,4,1,0.212,82
1,262544,0.547,0.691,0.683,0,0,0.221,-7.335,0.0954,140.002,4,1,0.456,73
1,245386,0.137,0.694,0.759,0,10,0.167,-5.667,0.398,140.055,4,0,0.77,76
0,259093,0.441,0.826,0.436,0.615,1,0.0964,-9.583,0.0558,119.051,4,1,0.272,78
0,172213,0.0392,0.575,0.621,0.0045,10,0.141,-8.165,0.032,101.987,4,0,0.27,78
0,211960,0.804,0.671,0.156,0.0518,8,0.113,-16.288,0.0371,94.08,4,1,0.201,76
0,224840,0.0422,0.773,0.758,0,1,0.305,-4.993,0.0381,144.033,4,1,0.925,82
1,215364,0.00587,0.755,0.615,1.75e-06,4,0.109,-8.245,0.0454,105.955,4,1,0.039,72
1,161985,0.775,0.766,0.548,5.57e-06,10,0.1,-4.29,0.235,82.944,4,1,0.424,76
0,163386,0.649,0.571,0.307,0,1,0.178,-10.958,0.0499,83.72,4,0,0.108,74
0,190360,0.0767,0.777,0.658,0,0,0.0901,-5.191,0.054,110.048,4,1,0.633,77
0,167426,0.202,0.599,0.807,0,4,0.196,-4.679,0.0402,172.017,4,1,0.812,72
1,132147,0.208,0.322,0.555,0.00437,11,0.325,-8.726,0.129,96.019,3,0,0.397,73
0,204887,0.0516,0.749,0.461,6.24e-06,10,0.0738,-2.961,0.0416,139.02,4,0,0.42,80
0,221176,0.0466,0.742,0.882,0,7,0.206,-2.862,0.117,102.04,4,1,0.463,87
1,178560,0.0412,0.874,0.692,7.24e-05,5,0.324,-5.28,0.0431,116.017,4,0,0.937,80
1,228026,0.00223,0.654,0.95,0,1,0.406,-3.163,0.137,140.009,4,1,0.351,72
1,234693,0.00589,0.884,0.657,0,6,0.154,-4.569,0.0977,107.059,4,0,0.489,76
0,239881,0.0404,0.394,0.654,6.96e-05,3,0.112,-8.243,0.0346,135.188,4,1,0.264,70
0,309120,0.145,0.806,0.786,0,10,0.0935,-3.831,0.0741,91.973,4,0,0.58,81
0,208373,0.157,0.532,0.869,0.00508,11,0.136,-5.094,0.172,159.803,4,1,0.422,82
0,248360,0.22,0.681,0.582,0,6,0.119,-7.76,0.0313,124.038,4,0,0.221,79
0,232213,0.0031,0.458,0.831,0,0,0.337,-2.187,0.0654,81.531,4,1,0.572,79
1,168601,0.299,0.695,0.54,0,4,0.367,-5.692,0.0493,121.932,4,1,0.415,100
1,212000,0.0203,0.736,0.704,0,3,0.0501,-7.409,0.0615,149.995,4,0,0.894,97
1,141805,0.0383,0.591,0.764,0,1,0.103,-5.484,0.0483,169.928,4,1,0.478,98
1,242965,0.0635,0.849,0.424,0,5,0.0834,-9.579,0.324,145.887,4,0,0.153,90
1,613026,0.274,0.631,0.518,0,0,0.088,-8.771,0.0303,93.023,4,1,0.205,94
0,224694,0.578,0.604,0.366,0,5,0.133,-7.519,0.0282,141.981,4,1,0.13,98
1,200547,0.00265,0.825,0.414,0,2,0.357,-6.634,0.144,72.993,4,1,0.106,89
1,178146,0.335,0.563,0.664,0,9,0.0849,-5.044,0.154,166.928,4,1,0.688,95
1,174000,0.507,0.535,0.388,0,7,0.11,-9.805,0.155,106.703,5,0,0.412,92
0,173381,0.237,0.728,0.783,0,11,0.434,-4.424,0.266,77.011,4,0,0.555,98
1,210560,0.304,0.664,0.609,0,1,0.0926,-6.509,0.0707,130.041,4,1,0.194,93
0,160656,0.0018,0.717,0.671,2.54e-06,0,0.0921,-5.077,0.0337,110.054,4,0,0.699,91
1,172626,0.0888,0.824,0.764,0.00294,5,0.117,-4.175,0.0854,107.998,4,0,0.881,96
1,257604,0.000619,0.803,0.597,4.5e-06,11,0.323,-6.035,0.141,136.008,4,0,0.331,89
1,162680,0.0153,0.773,0.47,0.000193,2,0.0851,-7.93,0.0299,94.995,4,1,0.399,91
0,216120,0.357,0.577,0.45,0,0,0.111,-8.516,0.0834,205.863,4,0,0.83,89
1,193506,0.0361,0.687,0.781,0,1,0.0755,-4.806,0.053,97.014,4,1,0.688,93
1,298899,0.767,0.332,0.225,0.00349,0,0.128,-8.697,0.0348,81.055,3,1,0.297,93
1,193234,0.258,0.785,0.903,0,2,0.169,-4.184,0.21,139.98,4,1,0.565,89
0,185600,0.0417,0.659,0.745,0,10,0.296,-3.599,0.0347,74.967,4,1,0.54,85
0,229226,0.691,0.38,0.339,0,3,0.12,-7.885,0.0338,100.607,4,1,0.0849,93
0,202735,0.034,0.796,0.798,4.19e-05,1,0.0952,-6.312,0.0317,116.032,4,1,0.942,97
0,238805,0.44,0.761,0.525,6.7e-06,11,0.0921,-6.9,0.0944,80.87,4,1,0.531,90
0,225148,0.091,0.534,0.725,0,1,0.0264,-3.906,0.046,88.098,4,1,0.55,93
0,207853,0.281,0.788,0.859,0,2,0.0424,-2.724,0.0856,141.02,4,1,0.822,95
0,230746,0.0451,0.807,0.893,2.79e-05,11,0.366,-3.745,0.0347,126.011,4,0,0.537,96
1,143901,0.00614,0.737,0.846,0,1,0.0486,-4.51,0.22,87.981,4,0,0.546,94
0,197442,0.0558,0.627,0.618,0,2,0.351,-8.529,0.0437,82.03,4,1,0.848,89
1,242013,0.768,0.561,0.431,1.42e-05,10,0.106,-8.81,0.0578,143.875,4,1,0.137,92
1,208866,0.235,0.762,0.701,0.000158,8,0.123,-3.541,0.0286,110.968,4,1,0.742,91
1,215506,0.584,0.442,0.612,5.7e-06,2,0.37,-7.222,0.112,180.917,4,1,0.178,90
1,291175,0.0503,0.666,0.465,0,1,0.215,-8.545,0.26,167.937,4,1,0.292,89
1,252069,0.00575,0.711,0.611,0,1,0.231,-5.453,0.329,134.14,4,1,0.144,85
0,202226,0.0174,0.65,0.584,1.54e-06,2,0.042,-8.286,0.307,180.088,4,1,0.37,86
1,217222,0.149,0.354,0.475,0.034,1,0.21,-9.333,0.0425,114.975,4,0,0.0393,86
0,147062,3.84e-05,0.345,0.941,0.633,9,0.0511,-9.918,0.0466,179.626,4,1,0.407,89
0,275194,0.632,0.39,0.499,0.000497,7,0.115,-7.778,0.0381,200.156,1,1,0.34,87
1,192956,0.0618,0.578,0.449,2.17e-06,1,0.119,-6.349,0.286,136.006,4,1,0.1,86
0,200040,0.00146,0.514,0.73,9.54e-05,1,0.0897,-5.934,0.0598,171.005,4,1,0.334,94
1,194050,0.0345,0.649,0.508,3.59e-05,8,0.0736,-10.232,0.0959,157.975,4,1,0.405,83
1,287120,0.00776,0.762,0.766,6.98e-05,7,0.128,-3.955,0.0343,130.001,4,1,0.442,95
1,186173,0.0164,0.828,0.621,0.00233,8,0.0845,-6.414,0.0565,128.986,4,1,0.436,89
0,157890,0.0209,0.854,0.806,0.0542,11,0.0703,-8.262,0.0886,124.927,4,0,0.637,96
1,279853,0.0045,0.739,0.74,0,5,0.161,-5.86,0.333,75.575,4,0,0.488,84
0,226652,0.00904,0.798,0.545,9.48e-05,1,0.258,-6.466,0.168,118.029,4,1,0.212,89
1,138293,0.315,0.912,0.655,3.39e-05,8,0.0894,-6.029,0.162,91.942,4,0,0.793,88
1,279204,0.499,0.436,0.655,8.1e-06,1,0.688,-8.37,0.0583,121.002,4,0,0.412,86
1,180379,0.103,0.672,0.717,0,5,0.398,-7.476,0.226,157.905,4,1,0.473,86
1,123986,0.492,0.829,0.512,0,6,0.12,-5.865,0.187,80.511,4,0,0.638,87
1,137704,0.293,0.593,0.503,0,8,0.405,-6.725,0.22,178.781,4,0,0.71,91
1,132832,0.345,0.832,0.534,0,1,0.165,-7.813,0.253,93.924,4,0,0.116,86
0,168020,0.835,0.594,0.612,0,8,0.461,-6.627,0.363,179.629,4,0,0.687,93
0,191013,0.0215,0.65,0.825,2.44e-05,0,0.0936,-4.645,0.0325,118.091,4,1,0.593,92
1,231220,0.0216,0.744,0.495,0,1,0.111,-6.311,0.0634,83.51,4,1,0.128,85
1,206710,0.276,0.644,0.648,0,1,0.135,-4.601,0.118,179.951,4,1,0.44,94
0,161803,0.186,0.7,0.49,0,0,0.117,-5.187,0.076,79.982,4,1,0.569,92
0,238805,0.44,0.761,0.525,6.7e-06,11,0.0921,-6.9,0.0944,80.87,4,1,0.531,93
0,152666,0.866,0.369,0.272,0,9,0.147,-10.497,0.0364,172.929,4,1,0.218,88
0,167480,0.639,0.586,0.559,0,4,0.0872,-6.725,0.05,177.945,4,1,0.437,82
0,228000,0.00813,0.588,0.701,0,9,0.2,-6.39,0.0402,104.988,4,1,0.443,94
0,232813,0.122,0.646,0.471,0,10,0.125,-9.247,0.157,170.084,4,1,0.455,90
0,198040,0.584,0.357,0.425,0,5,0.322,-7.301,0.0333,102.078,3,1,0.27,89
1,168489,0.124,0.792,0.511,9.04e-05,2,0.14,-6.876,0.0409,113.983,4,1,0.111,85
1,226149,0.194,0.603,0.771,0,9,0.13,-6.336,0.0627,139.988,4,1,0.332,88
1,174253,0.506,0.855,0.488,0,3,0.347,-4.601,0.208,124.097,4,1,0.619,86
1,231497,0.17,0.707,0.618,0,1,0.293,-5.825,0.19,133.876,4,0,0.517,85
1,221979,0.181,0.767,0.438,0,7,0.142,-8.726,0.29,86.975,4,0,0.381,86
0,160191,0.112,0.653,0.524,0,11,0.203,-9.016,0.0502,83.97,4,0,0.553,87
1,194621,0.00336,0.65,0.613,0,9,0.267,-6.13,0.128,149.972,4,0,0.0804,85
0,161853,0.114,0.649,0.76,0,1,0.317,-6.487,0.0574,80.018,4,1,0.843,83
0,224694,0.578,0.604,0.366,0,5,0.133,-7.519,0.0282,141.981,4,1,0.13,92
1,198081,0.321,0.677,0.696,0,0,0.42,-6.181,0.119,90.03,4,1,0.464,91
1,165925,0.41,0.789,0.536,0,6,0.129,-6.862,0.242,81.039,4,1,0.437,84
1,139460,0.00473,0.731,0.675,0,5,0.141,-5.134,0.0434,124.939,4,0,0.298,84
0,207301,0.0889,0.639,0.703,1.78e-06,4,0.0865,-6.33,0.0794,169.888,4,0,0.138,94
0,168227,0.161,0.831,0.554,6.12e-05,1,0.152,-9.998,0.218,140.026,4,0,0.396,91
1,180750,0.415,0.685,0.729,0,7,0.196,-8.694,0.15,170.025,4,0,0.382,83
1,140533,0.174,0.701,0.716,0,7,0.324,-3.671,0.0361,91.007,4,0,0.732,89
1,106000,0.0124,0.882,0.662,0,0,0.106,-6.382,0.242,120.034,4,1,0.57,83
0,198370,0.524,0.449,0.465,1.02e-06,0,0.303,-8.964,0.0791,89.087,3,1,0.543,87
0,178520,0.373,0.505,0.657,0.00107,11,0.126,-5.24,0.0318,196,3,0,0.252,80
1,212203,0.0208,0.575,0.619,0,0,0.103,-6.663,0.322,110.109,5,1,0.296,83
1,165066,0.0536,0.91,0.585,0,11,0.127,-7.572,0.257,129.011,4,0,0.599,83
0,210384,0.0171,0.703,0.68,0,9,0.178,-6.118,0.0431,97.985,4,0,0.536,88
0,234000,0.00279,0.542,0.659,0,8,0.105,-7.289,0.0389,120.122,4,1,0.109,92
1,212352,0.0221,0.741,0.691,0,10,0.0476,-7.395,0.0672,150.087,4,0,0.892,91
1,175933,0.765,0.395,0.443,9.67e-06,6,0.0839,-9.72,0.133,168.924,3,1,0.338,89
1,205484,0.0172,0.625,0.814,0,0,0.158,-5.181,0.0657,144.991,4,1,0.535,85
1,208666,0.259,0.764,0.705,8.92e-05,8,0.12,-3.463,0.0284,110.97,4,1,0.781,88
1,205458,0.451,0.907,0.393,1.35e-06,4,0.135,-7.636,0.0539,104.949,4,0,0.202,85
1,215626,0.0212,0.68,0.826,1.24e-05,0,0.543,-5.487,0.0309,118.051,4,1,0.644,90
0,203064,0.00883,0.702,0.825,0,6,0.0674,-3.787,0.0601,102.977,4,0,0.915,89
0,173160,0.198,0.695,0.575,0,10,0.0614,-6.334,0.116,163.929,4,0,0.699,87
0,123870,0.223,0.704,0.537,0,0,0.122,-8.565,0.302,77.444,4,1,0.7,83
0,169265,0.785,0.667,0.373,0,4,0.0906,-9.389,0.05,124.148,4,1,0.0823,88
1,141805,0.0383,0.591,0.764,0,1,0.103,-5.484,0.0483,169.928,4,1,0.478,93
1,143746,0.0311,0.672,0.526,1.37e-06,4,0.28,-6.446,0.0599,123.999,4,1,0.28,85
1,215303,0.171,0.849,0.631,0,3,0.149,-4.241,0.0637,135.997,4,0,0.55,82
1,149610,0.00207,0.839,0.506,0,5,0.13,-6.714,0.133,154.12,4,0,0.44,85
1,285106,0.167,0.391,0.715,0,0,0.183,-4.516,0.0495,149.654,3,1,0.473,84
0,193821,0.0699,0.442,0.517,0,9,0.114,-7.807,0.0548,79.867,4,1,0.2,84
0,258812,0.817,0.606,0.377,0,0,0.154,-9.455,0.0275,101.96,4,1,0.446,84
0,202133,0.59,0.403,0.537,0,3,0.112,-6.628,0.031,69.877,4,1,0.414,79
0,214148,0.38,0.405,0.565,0.0195,1,0.107,-9.266,0.0372,159.892,3,0,0.166,83
0,232533,0.191,0.487,0.65,0,0,0.0933,-5.195,0.0253,151.964,4,1,0.456,81
1,189727,0.0509,0.687,0.645,2.96e-06,0,0.106,-4.761,0.04,135.083,4,1,0.424,85
1,181198,0.241,0.826,0.616,0,2,0.287,-5.479,0.328,127.925,4,1,0.612,81
0,389107,0.829,0.339,0.492,0.00377,1,0.147,-10.661,0.0559,151.865,4,1,0.102,86
1,151444,0.0468,0.334,0.599,0.000392,0,0.205,-5.742,0.0365,161.74,3,1,0.127,88
0,220433,0.0374,0.583,0.67,0.0001,8,0.126,-7.289,0.0646,140.061,4,1,0.498,87
1,190476,0.114,0.823,0.586,0,6,0.193,-6.606,0.2,125.971,4,0,0.347,85
1,204763,0.433,0.87,0.523,2.07e-05,1,0.113,-8.052,0.0602,110.02,4,0,0.319,89
0,195120,0.0673,0.309,0.883,0.00111,9,0.0849,-3.825,0.0808,159.488,4,1,0.312,85
0,376169,0.697,0.437,0.565,0,10,0.119,-5.596,0.0466,115.389,4,1,0.306,87
1,230125,0.422,0.725,0.86,0.000284,1,0.0674,-3.726,0.182,175.896,4,1,0.791,92
1,261492,0.244,0.761,0.518,3.47e-05,0,0.107,-8.871,0.134,133.976,4,1,0.522,84
0,242096,0.182,0.586,0.616,0,5,0.0927,-7.964,0.0324,148.088,4,1,0.719,88
0,238805,0.44,0.761,0.525,6.7e-06,11,0.0921,-6.9,0.0944,80.87,4,1,0.531,90
0,222800,0.616,0.398,0.286,0.000146,7,0.0912,-11.881,0.033,78.262,4,1,0.0666,89
1,121572,0.269,0.493,0.653,0,0,0.511,-5.666,0.0466,142.347,4,0,0.852,81
0,162797,0.931,0.555,0.27,0.536,2,0.103,-15.892,0.0884,139.691,3,1,0.274,86
1,236524,0.000866,0.477,0.727,0,2,0.108,-4.053,0.286,150.062,4,1,0.227,80
0,243187,0.0466,0.587,0.561,0,0,0.109,-6.569,0.146,80.009,4,1,0.351,84
1,160000,0.65,0.709,0.548,1.59e-06,10,0.133,-8.493,0.353,83.995,4,1,0.543,85
0,153190,0.185,0.601,0.741,2.91e-05,2,0.415,-5.569,0.0478,153.96,4,1,0.441,90
0,156091,0.898,0.319,0.236,1.62e-05,5,0.272,-9.644,0.0318,162.351,4,1,0.254,82
1,218801,0.0622,0.597,0.587,0,7,0.214,-7.026,0.137,140.021,4,0,0.0753,81
1,210800,0.145,0.808,0.745,0,10,0.292,-5.26,0.342,165.995,4,0,0.829,86
1,172324,0.468,0.737,0.802,0,0,0.0931,-4.771,0.0878,144.015,4,1,0.682,88
1,170791,0.0012,0.724,0.748,0,4,0.132,-4.335,0.0722,158.04,4,0,0.118,82
0,223093,0.00108,0.516,0.777,1.62e-06,1,0.0761,-4.908,0.0375,125.047,4,0,0.408,84
0,193733,0.389,0.391,0.335,0,0,0.102,-10.064,0.0763,174.185,3,1,0.116,87
1,181733,0.247,0.746,0.69,0,11,0.101,-7.956,0.164,89.977,4,1,0.497,86
1,188343,0.125,0.782,0.559,0,6,0.385,-7.106,0.0767,129.992,1,0,0.685,85
1,269727,0.485,0.649,0.347,3.24e-05,1,0.154,-7.67,0.404,169.994,4,0,0.176,84
1,113429,0.00799,0.953,0.621,4.87e-06,11,0.307,-7.565,0.154,132.063,4,1,0.378,80
